Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2018,9,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.P7 GII.6,Confirmed,Private home/residence,6,0,6,0,6,,,,,,
2018,9,Wisconsin,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,35,3,34,0,35,Pulled Pork,pork,Pork,,,
2018,9,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2018,9,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2018,9,Wisconsin,Food,Clostridium perfringens,,Suspected,Restaurant: Sit-down dining,8,0,0,0,0,"refried beans;rice, white",,Multiple,,,
2018,9,Wisconsin,Food,Campylobacter jejuni,,Confirmed,Private home/residence,27,0,27,0,27,,,,,,
2018,9,Wisconsin,Food,Salmonella enterica,Rissen,Confirmed,Other,6,4,6,0,6,,,,,,
2018,10,Wisconsin,Food,Norovirus Genogroup II,GII.P12 GII.3,Confirmed,Private home/residence,12,0,12,0,12,,,,,,
2018,10,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2018,10,Wisconsin,Food,Bacillus cereus,,Suspected,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,
2018,10,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,9,0,0,0,0,,,,,,
2018,10,Wisconsin,Indeterminate/unknown,Salmonella enterica,Newport,Confirmed,Long-term care/nursing home/assisted living facility,3,1,3,1,3,,,,,,
2018,10,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2018,10,Wisconsin,Food,Norovirus Genogroup II,GII.P16 GII.12,Confirmed,Restaurant: Sit-down dining,31,0,31,0,31,,,,,,
2018,10,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,
2018,10,Wisconsin,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2018,10,Wisconsin,Indeterminate/unknown,Cryptosporidium hominis,IaA15R3,Confirmed,Child daycare/preschool,10,0,7,0,10,,,,,,
2018,11,Wisconsin,Animal contact,Cryptosporidium unknown,,Confirmed,Farm/dairy/agricultural setting,2,0,2,0,2,,,,,,Cattle
2018,11,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,12,0,0,0,0,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,18,4,18,0,18,,,,,,
2018,11,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,0,0,0,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P4 New Orleans GII.4 untypeable,Confirmed,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2018,11,Wisconsin,Food,Norovirus Genogroup II,GII.P16 GII.12,Confirmed,Restaurant: Sit-down dining,12,0,12,0,12,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,20,1,20,0,20,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,58,1,58,0,58,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,48,1,48,0,48,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,58,4,57,3,57,,,,,,
2018,11,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,14,12,14,2,14,,,,Drinking water,Community,
2018,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,43,2,43,0,43,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,16,2,16,0,16,,,,,,
2018,11,Wisconsin,Food,Norovirus Genogroup I,GI.P3 GI.3,Suspected,Restaurant: Sit-down dining,3,0,3,0,3,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,44,1,44,0,44,,,,,,
2018,11,Wisconsin,Food,Norovirus Genogroup II,,Suspected,School/college/university,39,0,0,0,0,,,,,,
2018,11,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,1,9,0,9,,,,,,
2018,11,Wisconsin,Indeterminate/unknown,"Escherichia coli, Enteroaggregative;Norovirus Genogroup I",unknown,Suspected;Suspected,Restaurant,9,0,3,0,9,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P7 GII.6,Confirmed,Long-term care/nursing home/assisted living facility,15,1,15,0,15,,,,,,
2018,12,Wisconsin,Person-to-person,"Escherichia coli, Enterotoxigenic",unknown,Suspected,School/college/university,69,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,1,7,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,13,0,13,1,13,,,,,,
2018,12,Wisconsin,Food,Staphylococcus aureus,,Confirmed,Private home/residence,6,0,6,0,6,Pulled pork sandwiches,pork,Pork,,,
2018,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,38,0,38,0,38,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,32,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Suspected,Long-term care/nursing home/assisted living facility,26,3,26,0,26,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Child daycare/preschool,14,0,14,0,14,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,54,2,54,0,54,,,,,,
2018,12,Wisconsin,Food,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Restaurant: Sit-down dining,5,0,5,0,5,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,32,2,32,0,32,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,26,4,26,0,26,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P7 GI.7,Confirmed,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P7 GII.6,Suspected,Long-term care/nursing home/assisted living facility,15,2,15,0,15,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,School/college/university,24,0,24,0,24,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,52,1,52,3,52,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,GII.P16 GII.12;unknown,Confirmed;Suspected,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.1,Confirmed,Office/indoor workplace,22,1,12,0,12,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,School/college/university,36,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,School/college/university,36,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,30,1,30,0,30,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,21,0,21,0,21,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,
2018,12,Wisconsin,Food,Clostridium perfringens,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,3,1,2,0,2,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,
2018,12,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2018,12,Wisconsin,Food,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Restaurant: Buffet,39,0,39,0,39,,,,,,
2018,12,Wisconsin,Indeterminate/unknown,,,,School/college/university,41,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Suspected,Private home/residence,13,0,4,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P4 GI.5,Suspected,Long-term care/nursing home/assisted living facility,38,2,38,1,38,,,,,,
2018,12,Wisconsin,Indeterminate/unknown,Norovirus unknown,,Suspected,School/college/university,41,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P4 GI.4,Confirmed,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Long-term care/nursing home/assisted living facility,36,1,36,0,36,,,,,,
2018,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2018,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,36,0,36,1,36,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,24,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,29,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,12,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,21,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,54,0,54,2,54,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,12,1,12,0,12,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,29,3,29,0,29,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,4,11,0,11,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Suspected,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,
2018,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,1,15,0,15,,,,,,
2018,12,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,18,0,0,0,0,,,,,,
2018,12,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.P17 GII.6,Confirmed,Restaurant,8,0,7,0,7,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,20,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,47,0,47,0,47,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P7 GII.7,Suspected,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,26,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Suspected,Long-term care/nursing home/assisted living facility,73,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,40,0,40,0,40,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,14,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,12,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,
2018,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,2,11,0,11,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,
2018,12,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,5,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,39,1,23,0,23,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,31,0,0,0,0,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,3,6,0,6,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2018,12,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,54,0,54,0,54,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Hospital,11,0,11,0,11,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,40,0,40,0,40,,,,,,
2019,1,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,2,2,2,1,2,,,,Drinking water,Community,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,16,1,16,0,16,,,,,,
2019,1,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,32,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,18,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,1,6,0,6,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,54,2,54,0,54,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,,Confirmed;Suspected,Long-term care/nursing home/assisted living facility,35,0,35,0,35,,,,,,
2019,1,Wisconsin,Indeterminate/unknown,Norovirus unknown,,Suspected,Restaurant,38,0,34,0,34,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,34,0,34,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,22,0,22,0,22,,,,,,
2019,1,Wisconsin,Food,,,,Caterer,6,0,6,0,6,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,11,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,36,0,36,0,36,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,19,2,19,0,19,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,16,2,15,0,14,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,46,1,46,0,46,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,
2019,1,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,23,0,0,0,23,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,26,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.12,Suspected,Long-term care/nursing home/assisted living facility,19,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,12,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,35,0,35,0,35,,,,,,
2019,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2019,1,Wisconsin,Person-to-person,,,,School/college/university,146,0,146,0,146,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,21,1,21,0,21,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,9,3,9,0,9,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2019,1,Wisconsin,Person-to-person,Yersinia unknown;Cryptosporidium unknown;Norovirus unknown,,Suspected;Suspected;Confirmed,Long-term care/nursing home/assisted living facility,13,0,13,1,13,,,,,,
2019,1,Wisconsin,Indeterminate/unknown,Norovirus unknown,,Suspected,Hospital,5,0,0,0,0,,,,,,
2019,1,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,11,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,9,0,6,0,6,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown;Clostridium difficile,,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,30,1,30,0,19,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2019,1,Wisconsin,Indeterminate/unknown,,,,School/college/university,8,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Child daycare/preschool,10,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,23,0,0,0,0,,,,,,
2019,1,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,5,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,31,2,31,0,31,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,69,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,14,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Hospital,13,0,13,0,13,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,7,1,1,0,0,,,,,,
2019,1,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,14,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Suspected,Long-term care/nursing home/assisted living facility,15,1,15,0,15,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P7 GII.7,Confirmed,Long-term care/nursing home/assisted living facility,11,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,57,1,57,2,57,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,0,0,7,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,7,1,7,0,7,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2019,1,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,13,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,20,1,20,0,20,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,0,0,0,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,,Suspected;Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2019,1,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P3 GI.3,Confirmed,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,
